lead_id,lead_created_date,source,product,segment,msisdn,country
LEADVV28UE1M,2025-05-20,WINBACK,CASH_LOAN,HIGH_VALUE,790276104,ZM
LEADXPQ5BO20,2025-06-28,REFERRAL,UPGRADE,NEW,757954859,KE
LEADKOBQ6MYM,2025-05-27,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,733380094,GH
LEADH1TLOM34,2025-06-04,WINBACK,CASH_LOAN,HIGH_VALUE,711927856,GH
LEAD3DZXLRGN,2025-06-24,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,735524800,UG
LEAD8LEU6ZU1,2025-06-04,WINBACK,PHONE+INSURANCE,NEW,772243277,GH
LEADFMMEN405,2025-06-17,FIELD,PHONE+INSURANCE,NEW,739448235,ZM
LEADTYJR39II,2025-06-15,REFERRAL,PHONE+INSURANCE,LAPSED,786959001,KE
LEADOTUO4UW5,2025-07-10,WINBACK,OTHER,HIGH_VALUE,751956191,ZM
LEADN67LM8E4,2025-07-09,CROSS_SELL,PHONE+INSURANCE,LAPSED,794279205,GH
LEADL3VZZXT9,2025-07-22,DIGITAL,UPGRADE,CHURN_RISK_30,762449688,ZM
LEAD8GUUCM5F,2025-05-23,FIELD,PHONE+INSURANCE,NEW,791537431,ZM
LEADRZ79HQTY,2025-07-30,DIGITAL,UPGRADE,CHURN_RISK_30,744363421,KE
LEAD8B1V1CCO,2025-05-15,INBOUND,UPGRADE,HIGH_VALUE,721636866,GH
LEADB70LDOZY,2025-06-07,CROSS_SELL,INSURANCE_ONLY,NEW,754703681,UG
LEADGPJDJHMX,2025-06-29,WINBACK,UPGRADE,NEW,710947925,GH
LEADCNG8TANA,2025-07-25,DIGITAL,OTHER,NEW,776246226,KE
LEADT9DYFNGP,2025-06-07,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,723822574,ZM
LEAD7DYVGDGF,2025-06-23,FIELD,INSURANCE_ONLY,CHURN_RISK_60,782301184,KE
LEAD7YCIF8R2,2025-07-11,FIELD,INSURANCE_ONLY,HIGH_VALUE,705582167,ZM
LEADDX6UZS1X,2025-07-20,CROSS_SELL,PHONE+INSURANCE,LAPSED,737924770,KE
LEADPCADUVL9,2025-07-05,WINBACK,UPGRADE,NEW,738546517,ZM
LEAD60UGLBB8,2025-06-23,FIELD,PHONE+INSURANCE,HIGH_VALUE,751660590,KE
LEADSGNZ6D86,2025-07-19,WINBACK,UPGRADE,CHURN_RISK_60,795618129,ZM
LEAD7HY7AI33,2025-05-20,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,723764288,KE
LEADFIY5PU5W,2025-06-03,WINBACK,INSURANCE_ONLY,CHURN_RISK_30,727498028,KE
LEAD3N4G2JAY,2025-07-07,CROSS_SELL,CASH_LOAN,NEW,705610213,KE
LEADF2CTG08Z,2025-05-29,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,793283902,KE
LEADO5HD4HSB,2025-05-30,INBOUND,INSURANCE_ONLY,NEW,764266104,KE
LEADPN0P1XS9,2025-06-14,REFERRAL,PHONE+INSURANCE,NEW,728243618,KE
LEADMHXOFKCG,2025-06-06,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,726083751,GH
LEADTUF8CYOT,2025-07-31,WINBACK,PHONE+INSURANCE,NEW,783025237,UG
LEADINU31EIW,2025-08-10,REFERRAL,CASH_LOAN,CHURN_RISK_30,775650313,KE
LEADYN6IRJ9W,2025-06-20,REFERRAL,UPGRADE,CHURN_RISK_30,764307616,ZM
LEADWG895NA2,2025-06-20,CROSS_SELL,INSURANCE_ONLY,LAPSED,719325175,UG
LEAD4M7PP0PN,2025-05-31,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,748796232,ZM
LEADZU802NQ5,2025-06-11,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,754788762,UG
LEAD685OHM6X,2025-06-22,FIELD,PHONE+INSURANCE,NEW,769457789,ZM
LEAD9Y1XU2FL,2025-06-18,REFERRAL,INSURANCE_ONLY,NEW,732977091,UG
LEADDCA75LD7,2025-08-09,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,747874974,KE
LEAD6V3RZKDU,2025-08-02,REFERRAL,INSURANCE_ONLY,CHURN_RISK_30,720403362,GH
LEAD9Y69XFQ1,2025-08-12,CROSS_SELL,UPGRADE,HIGH_VALUE,718199754,ZM
LEADVG688U59,2025-07-10,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,749656286,GH
LEAD92Y8LZ8C,2025-05-29,CROSS_SELL,UPGRADE,CHURN_RISK_60,780908131,UG
LEAD4GKS6R6B,2025-06-30,INBOUND,OTHER,NEW,732051720,UG
LEADQCTE9W0A,2025-08-07,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,751092812,GH
LEADNNS9PZEM,2025-08-12,CROSS_SELL,PHONE+INSURANCE,LAPSED,735109738,GH
LEAD656AE1IG,2025-08-08,DIGITAL,CASH_LOAN,LAPSED,708718672,KE
LEAD0M6CU88W,2025-05-16,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,744412731,KE
LEADGZDPYHZN,2025-05-25,CROSS_SELL,PHONE+INSURANCE,LAPSED,783946711,UG
LEADKY5CGAGH,2025-07-14,CROSS_SELL,PHONE+INSURANCE,NEW,719312960,UG
LEADGL9FWVVS,2025-06-08,INBOUND,PHONE+INSURANCE,NEW,738306144,KE
LEAD6YKFCR6C,2025-08-06,WINBACK,CASH_LOAN,NEW,757726344,KE
LEADV6NYYCJ4,2025-06-24,DIGITAL,PHONE+INSURANCE,NEW,760503600,KE
LEADT0IGYO5L,2025-06-24,DIGITAL,UPGRADE,NEW,754122182,ZM
LEAD852N5FNP,2025-07-07,REFERRAL,INSURANCE_ONLY,NEW,788821543,ZM
LEADRJHRF34J,2025-07-04,WINBACK,PHONE+INSURANCE,LAPSED,725494128,KE
LEAD8C8CLRKI,2025-07-16,CROSS_SELL,PHONE+INSURANCE,NEW,766334640,UG
LEADWYPEEK03,2025-06-27,FIELD,PHONE+INSURANCE,CHURN_RISK_30,717197789,UG
LEADHLI5L692,2025-06-15,DIGITAL,CASH_LOAN,LAPSED,774490268,ZM
LEADU6ZV3IU6,2025-08-03,REFERRAL,CASH_LOAN,CHURN_RISK_60,742071895,GH
LEADRV68JQ12,2025-07-21,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,737072327,KE
LEADAMWU28RL,2025-08-04,DIGITAL,PHONE+INSURANCE,LAPSED,771982332,UG
LEAD00H2K2P3,2025-06-21,INBOUND,PHONE+INSURANCE,NEW,701464854,KE
LEADN19QNFPL,2025-05-25,INBOUND,UPGRADE,NEW,736715535,ZM
LEAD8E5TNLZT,2025-06-25,INBOUND,PHONE+INSURANCE,CHURN_RISK_60,784408232,UG
LEADKUU5CZEC,2025-08-05,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,709112666,KE
LEAD9MO1RTSX,2025-06-30,CROSS_SELL,PHONE+INSURANCE,NEW,753148900,KE
LEAD15ICYAXZ,2025-05-29,INBOUND,PHONE+INSURANCE,NEW,764249118,UG
LEADLNWOSKAZ,2025-07-18,REFERRAL,UPGRADE,NEW,755692131,UG
LEADMC5S3OFA,2025-05-15,INBOUND,UPGRADE,CHURN_RISK_30,784245755,ZM
LEAD1JH6OXQQ,2025-06-09,WINBACK,PHONE+INSURANCE,NEW,787430584,UG
LEAD05HU03Y5,2025-05-28,REFERRAL,UPGRADE,CHURN_RISK_60,740717713,ZM
LEADSLHGMRZZ,2025-06-11,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,761456194,GH
LEAD4IW54W48,2025-08-08,CROSS_SELL,UPGRADE,NEW,700001272,GH
LEADHGP5CPA1,2025-07-01,INBOUND,INSURANCE_ONLY,LAPSED,716116397,KE
LEAD70YB7RAD,2025-05-30,DIGITAL,CASH_LOAN,NEW,731514701,UG
LEADUCYHONBP,2025-08-12,FIELD,UPGRADE,NEW,762505408,KE
LEADZZHJY8GY,2025-06-19,REFERRAL,UPGRADE,LAPSED,700261534,KE
LEADZ0KDN3TN,2025-06-13,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,749831321,ZM
LEADUN91FY6Y,2025-06-06,CROSS_SELL,UPGRADE,LAPSED,754737449,ZM
LEADXQTY6M79,2025-06-29,CROSS_SELL,INSURANCE_ONLY,NEW,719468347,GH
LEAD3O359TSU,2025-06-10,WINBACK,PHONE+INSURANCE,NEW,734187558,UG
LEADE02TOXOU,2025-07-16,FIELD,PHONE+INSURANCE,CHURN_RISK_60,754760624,GH
LEAD6GA2SDFC,2025-08-11,CROSS_SELL,CASH_LOAN,CHURN_RISK_60,741145240,UG
LEADABEG1CJ8,2025-06-08,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,756628811,KE
LEADNKW7WVY9,2025-07-03,REFERRAL,CASH_LOAN,LAPSED,767108172,GH
LEAD1PV58Y9N,2025-07-22,REFERRAL,PHONE+INSURANCE,NEW,765424216,ZM
LEAD7Q0I9BL1,2025-08-03,CROSS_SELL,PHONE+INSURANCE,NEW,760558903,UG
LEADPSQZN7XB,2025-07-18,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,778606097,KE
LEADKLDF4HRA,2025-05-20,FIELD,CASH_LOAN,NEW,799929228,UG
LEADMY4IQZ6D,2025-06-12,FIELD,UPGRADE,NEW,718683820,UG
LEAD2PZ6NTPB,2025-06-30,CROSS_SELL,PHONE+INSURANCE,NEW,758558003,ZM
LEADO765EFUX,2025-07-14,CROSS_SELL,UPGRADE,CHURN_RISK_30,759874812,GH
LEADOUIFEZAC,2025-07-28,WINBACK,UPGRADE,NEW,701632815,UG
LEAD742GRRDN,2025-06-24,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,785013047,UG
LEADR9CFWOW7,2025-05-23,WINBACK,PHONE+INSURANCE,NEW,735227919,UG
LEADG0NQ4I6R,2025-05-18,WINBACK,CASH_LOAN,NEW,768390278,ZM
LEAD1PBCD6FX,2025-07-17,INBOUND,CASH_LOAN,LAPSED,749596286,GH
LEAD4V74QR14,2025-06-22,FIELD,UPGRADE,HIGH_VALUE,779129551,GH
LEADMY9TWCW7,2025-07-14,INBOUND,INSURANCE_ONLY,NEW,738781804,UG
LEADG9GMYKVY,2025-07-26,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,725280282,UG
LEADYNTL2UG0,2025-06-08,INBOUND,CASH_LOAN,HIGH_VALUE,739119248,GH
LEAD3NOZ7QMJ,2025-08-05,FIELD,CASH_LOAN,LAPSED,709670420,UG
LEADG77Q9VJU,2025-05-23,FIELD,UPGRADE,CHURN_RISK_30,726734831,KE
LEADPLFE19BC,2025-07-14,INBOUND,CASH_LOAN,LAPSED,714423255,KE
LEADBXCE9ZKI,2025-06-10,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,729586634,ZM
LEADAV1G8NTA,2025-06-03,WINBACK,OTHER,NEW,721527957,UG
LEADD4HQFGHD,2025-05-30,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,732047266,ZM
LEADI4OPF541,2025-06-11,INBOUND,INSURANCE_ONLY,CHURN_RISK_30,703090576,ZM
LEADASNPHFC4,2025-06-25,DIGITAL,PHONE+INSURANCE,NEW,791708080,GH
LEADIKIVQA7I,2025-06-19,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,793627725,ZM
LEADAPQPPMJ6,2025-07-02,REFERRAL,INSURANCE_ONLY,CHURN_RISK_60,734877696,GH
LEAD9N1D6DZB,2025-05-19,INBOUND,PHONE+INSURANCE,NEW,710637474,UG
LEAD5GOFC5WU,2025-06-19,CROSS_SELL,INSURANCE_ONLY,LAPSED,799468078,ZM
LEAD3HZCD3GE,2025-05-17,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,762080682,UG
LEAD2LGJ3S6O,2025-06-15,REFERRAL,PHONE+INSURANCE,LAPSED,722414530,UG
LEAD2QQZZFVB,2025-07-27,INBOUND,UPGRADE,CHURN_RISK_30,750657139,GH
LEADTOS87MVZ,2025-07-24,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,754384837,ZM
LEAD2HVNKVON,2025-05-31,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,751198088,ZM
LEAD520XKIAI,2025-07-11,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,758925077,UG
LEADE8IFXDNM,2025-07-13,DIGITAL,PHONE+INSURANCE,NEW,751882781,UG
LEAD75RMG7F9,2025-05-20,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,719587604,ZM
LEADQMWMLN2V,2025-05-18,CROSS_SELL,UPGRADE,HIGH_VALUE,758840762,GH
LEAD7NXP0JF6,2025-06-03,INBOUND,PHONE+INSURANCE,NEW,712507696,KE
LEADHUP3FTJ6,2025-06-01,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,700076098,KE
LEADQ97RCQ6W,2025-06-12,FIELD,PHONE+INSURANCE,CHURN_RISK_60,749944615,KE
LEADXSY4VY32,2025-08-03,REFERRAL,UPGRADE,NEW,732923144,GH
LEAD99BV2J3T,2025-07-17,INBOUND,INSURANCE_ONLY,LAPSED,729387314,GH
LEAD0PLCFR7C,2025-07-06,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,742138595,GH
LEAD9MNLR97O,2025-07-14,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,728726428,ZM
LEADFLNCC2AT,2025-06-27,FIELD,CASH_LOAN,HIGH_VALUE,766122158,UG
LEADAGE9NY3M,2025-05-21,REFERRAL,PHONE+INSURANCE,NEW,776772172,UG
LEADW3GGO9DV,2025-05-20,REFERRAL,UPGRADE,NEW,782602298,KE
LEAD4F1SRIKO,2025-07-31,WINBACK,CASH_LOAN,CHURN_RISK_30,745453854,ZM
LEADX3P724XH,2025-06-21,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,761912861,GH
LEADDQFC1YUZ,2025-06-02,FIELD,CASH_LOAN,HIGH_VALUE,758429652,KE
LEADHRBFGCB4,2025-08-13,DIGITAL,UPGRADE,LAPSED,733847289,GH
LEADEL8PL6UZ,2025-07-11,REFERRAL,PHONE+INSURANCE,NEW,700998405,GH
LEADBFSRKHGB,2025-06-02,WINBACK,CASH_LOAN,CHURN_RISK_30,701238177,GH
LEADR3SHLX0S,2025-05-28,CROSS_SELL,UPGRADE,LAPSED,771252044,KE
LEAD10B8VK9Q,2025-07-09,CROSS_SELL,UPGRADE,HIGH_VALUE,738183020,UG
LEAD76VILVQK,2025-07-07,DIGITAL,CASH_LOAN,CHURN_RISK_60,787517299,ZM
LEADAIH3IABC,2025-06-17,DIGITAL,INSURANCE_ONLY,NEW,736726628,ZM
LEADXRUTT247,2025-07-30,INBOUND,UPGRADE,NEW,752214255,GH
LEADLIRD70GK,2025-05-25,FIELD,PHONE+INSURANCE,NEW,734506369,ZM
LEADLTTC954A,2025-06-20,WINBACK,CASH_LOAN,NEW,732152047,KE
LEAD1MS4TSRW,2025-05-29,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,711176055,UG
LEAD6W819FMS,2025-05-17,CROSS_SELL,INSURANCE_ONLY,CHURN_RISK_60,792547123,GH
LEAD42P31OGW,2025-06-27,WINBACK,PHONE+INSURANCE,LAPSED,764883953,KE
LEAD72UQLN6B,2025-08-07,REFERRAL,CASH_LOAN,CHURN_RISK_30,779289163,UG
LEAD0ALQEDS1,2025-07-07,CROSS_SELL,OTHER,HIGH_VALUE,779575745,GH
LEADWB4LL3K4,2025-05-30,WINBACK,OTHER,HIGH_VALUE,707370298,GH
LEADK499NR0O,2025-06-03,INBOUND,CASH_LOAN,LAPSED,703509495,ZM
LEADE91LEUUC,2025-06-30,DIGITAL,UPGRADE,CHURN_RISK_60,706587232,KE
LEAD75T6XDO7,2025-07-24,CROSS_SELL,CASH_LOAN,NEW,741861461,KE
LEADC8VDRQNT,2025-06-01,FIELD,INSURANCE_ONLY,NEW,735471363,KE
LEADG7ZD3Q0E,2025-06-05,DIGITAL,UPGRADE,LAPSED,799034116,GH
LEADSJ21GTCH,2025-08-10,DIGITAL,PHONE+INSURANCE,NEW,789507425,KE
LEADKI4EPXR9,2025-07-28,WINBACK,CASH_LOAN,CHURN_RISK_60,754431323,ZM
LEADIZIIBCO8,2025-08-08,CROSS_SELL,CASH_LOAN,HIGH_VALUE,737117787,KE
LEADDHF025LO,2025-07-06,INBOUND,CASH_LOAN,LAPSED,788519306,KE
LEADOGX8IRJB,2025-06-10,REFERRAL,CASH_LOAN,HIGH_VALUE,700410356,UG
LEADKO5FKPA2,2025-07-21,CROSS_SELL,PHONE+INSURANCE,NEW,771080683,ZM
LEAD548JRPE2,2025-08-11,INBOUND,INSURANCE_ONLY,CHURN_RISK_30,786600010,UG
LEADJNJD5SLO,2025-05-29,DIGITAL,PHONE+INSURANCE,NEW,708451391,UG
LEAD74U77W9A,2025-08-08,WINBACK,UPGRADE,CHURN_RISK_60,702626646,UG
LEADGDL1J2VW,2025-07-15,WINBACK,UPGRADE,NEW,789903903,KE
LEADHIBMQIMI,2025-08-02,REFERRAL,INSURANCE_ONLY,NEW,786879854,ZM
LEADQT0D9TZH,2025-06-10,REFERRAL,PHONE+INSURANCE,LAPSED,728794231,KE
LEAD9X66D7WD,2025-05-30,CROSS_SELL,UPGRADE,HIGH_VALUE,733596935,ZM
LEADYTXZA43H,2025-07-14,REFERRAL,UPGRADE,NEW,755272067,KE
LEADPMMQZADW,2025-05-15,INBOUND,CASH_LOAN,NEW,702867078,GH
LEADHHEQXIEE,2025-06-06,WINBACK,INSURANCE_ONLY,NEW,797181942,KE
LEADY4FNGBG4,2025-06-03,WINBACK,PHONE+INSURANCE,NEW,756419315,ZM
LEADI3JSTY87,2025-07-09,DIGITAL,PHONE+INSURANCE,LAPSED,778600648,KE
LEADPV2KJH01,2025-07-11,INBOUND,CASH_LOAN,CHURN_RISK_30,702688078,UG
LEADEZ6IZ8ER,2025-07-28,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,787195255,KE
LEADIB4TCTDS,2025-05-31,CROSS_SELL,PHONE+INSURANCE,NEW,712554260,UG
LEAD4H2HWSWC,2025-07-16,REFERRAL,CASH_LOAN,CHURN_RISK_30,796760222,ZM
LEADB121Y50D,2025-06-27,DIGITAL,UPGRADE,NEW,722135715,GH
LEAD8D2TN20V,2025-07-15,CROSS_SELL,PHONE+INSURANCE,NEW,796532800,UG
LEADJD3VURR6,2025-06-21,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,710281598,GH
LEADNBPAVAJI,2025-06-24,REFERRAL,CASH_LOAN,NEW,746352382,KE
LEADNEO2S9NB,2025-07-05,DIGITAL,PHONE+INSURANCE,NEW,741624456,UG
LEADQOIVWQM9,2025-08-03,FIELD,INSURANCE_ONLY,CHURN_RISK_30,783805299,KE
LEADC275JT66,2025-05-23,WINBACK,OTHER,CHURN_RISK_60,701463110,UG
LEAD5IGZGXOI,2025-07-17,WINBACK,UPGRADE,NEW,790328503,ZM
LEADUY0OFIPZ,2025-07-20,DIGITAL,PHONE+INSURANCE,NEW,749426552,UG
LEADQBO8WF8N,2025-05-25,REFERRAL,PHONE+INSURANCE,NEW,739005267,GH
LEADTGG50YQL,2025-06-27,CROSS_SELL,OTHER,CHURN_RISK_60,737552461,GH
LEAD0NUSG9L9,2025-06-12,WINBACK,CASH_LOAN,NEW,762502873,KE
LEADX9KHH83G,2025-08-10,INBOUND,CASH_LOAN,CHURN_RISK_30,770627050,GH
LEAD3DZQQ5EB,2025-06-02,REFERRAL,CASH_LOAN,CHURN_RISK_30,726658175,UG
LEADX9BOBCD1,2025-07-05,FIELD,OTHER,NEW,767764711,UG
LEADZSA6HA3V,2025-07-24,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,744907705,ZM
LEADYMWR03V8,2025-06-15,DIGITAL,CASH_LOAN,CHURN_RISK_30,755768929,KE
LEAD5CV35XUD,2025-06-01,CROSS_SELL,UPGRADE,HIGH_VALUE,739224257,GH
LEADH3FHVFIJ,2025-07-06,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,745324613,UG
LEADSO03W2MR,2025-05-31,FIELD,CASH_LOAN,CHURN_RISK_30,753082648,GH
LEAD0P4775B5,2025-05-29,DIGITAL,PHONE+INSURANCE,LAPSED,748495831,KE
LEADFQL0DGH6,2025-07-03,CROSS_SELL,UPGRADE,CHURN_RISK_30,747754042,KE
LEADWR1XFHSJ,2025-07-16,INBOUND,UPGRADE,HIGH_VALUE,705414590,KE
LEADMI560TOH,2025-06-08,WINBACK,PHONE+INSURANCE,HIGH_VALUE,786588631,ZM
LEADYVBNUZ2K,2025-08-11,WINBACK,UPGRADE,NEW,724397834,ZM
LEAD1ZWW1UN2,2025-07-05,WINBACK,CASH_LOAN,HIGH_VALUE,739783700,UG
LEAD6KTNN8IL,2025-05-26,WINBACK,INSURANCE_ONLY,CHURN_RISK_60,713816907,ZM
LEAD6D43I21P,2025-06-06,FIELD,PHONE+INSURANCE,HIGH_VALUE,775687408,UG
LEADOE19BP0L,2025-06-03,WINBACK,PHONE+INSURANCE,HIGH_VALUE,797227493,ZM
LEADI8E61493,2025-08-06,DIGITAL,PHONE+INSURANCE,NEW,746262553,GH
LEADB22O1TFX,2025-06-27,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,712549007,ZM
LEADARPYYFGT,2025-06-11,FIELD,PHONE+INSURANCE,HIGH_VALUE,776706373,KE
LEADTI2LSWBB,2025-07-05,INBOUND,PHONE+INSURANCE,LAPSED,722044652,GH
LEADO5CB41SC,2025-07-30,WINBACK,CASH_LOAN,HIGH_VALUE,789699727,ZM
LEAD8NCXCWC0,2025-05-21,WINBACK,INSURANCE_ONLY,CHURN_RISK_30,707291181,KE
LEADOF0HKARP,2025-08-05,REFERRAL,INSURANCE_ONLY,LAPSED,737782418,ZM
LEADYVMTD503,2025-07-06,FIELD,UPGRADE,LAPSED,751603116,ZM
LEADA7YJ8HQD,2025-06-17,INBOUND,CASH_LOAN,NEW,717806084,KE
LEADDTCA46FD,2025-07-05,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,780923515,GH
LEADQT9NGQ6T,2025-05-31,REFERRAL,OTHER,LAPSED,741218029,GH
LEADFOS9DJ9I,2025-05-21,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,727499912,GH
LEAD0RS6C4X5,2025-07-13,INBOUND,UPGRADE,NEW,779053312,UG
LEADUM32YP15,2025-06-05,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,731088690,ZM
LEADYLBI18A2,2025-07-23,WINBACK,PHONE+INSURANCE,LAPSED,779002110,UG
LEADRC4R6S34,2025-07-12,REFERRAL,UPGRADE,NEW,702075251,KE
LEADIMYDO5N1,2025-06-07,FIELD,CASH_LOAN,CHURN_RISK_30,772353357,UG
LEADS1G9EU81,2025-05-24,CROSS_SELL,CASH_LOAN,NEW,705292851,UG
LEAD58E7428Y,2025-07-23,CROSS_SELL,OTHER,CHURN_RISK_60,730843108,GH
LEAD8XKV4VTC,2025-07-18,CROSS_SELL,UPGRADE,CHURN_RISK_30,711276185,GH
LEADXD7ITQRT,2025-08-11,FIELD,UPGRADE,CHURN_RISK_30,788144370,KE
LEADCW9RTNFW,2025-08-01,WINBACK,PHONE+INSURANCE,HIGH_VALUE,758581283,KE
LEADUR02TYAX,2025-07-20,INBOUND,PHONE+INSURANCE,NEW,791581953,GH
LEAD6M9NWYUB,2025-08-07,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,716753792,KE
LEADJ7OVHM3K,2025-06-18,FIELD,CASH_LOAN,HIGH_VALUE,785671339,GH
LEAD3H7T6UDO,2025-07-04,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,734994374,GH
LEADG8O8G8HZ,2025-07-15,DIGITAL,PHONE+INSURANCE,NEW,746080307,GH
LEADZNAXS88U,2025-07-25,WINBACK,CASH_LOAN,NEW,702098146,KE
LEADALW563C3,2025-06-12,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,764587898,GH
LEADI2DNODKD,2025-07-28,INBOUND,PHONE+INSURANCE,CHURN_RISK_60,743992027,GH
LEADR4SIP4B8,2025-07-07,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,735668954,UG
LEADBMQW8EVR,2025-05-26,DIGITAL,CASH_LOAN,NEW,708072166,GH
LEADISU1O67U,2025-05-31,FIELD,INSURANCE_ONLY,CHURN_RISK_60,757465557,GH
LEADTK5EZS96,2025-07-11,CROSS_SELL,UPGRADE,LAPSED,737529122,ZM
LEADKSKWECY9,2025-08-01,DIGITAL,INSURANCE_ONLY,NEW,703408559,GH
LEADXV5CIX39,2025-07-01,DIGITAL,PHONE+INSURANCE,NEW,715533493,GH
LEADBHWTGDK4,2025-07-15,CROSS_SELL,UPGRADE,HIGH_VALUE,770436375,GH
LEAD8Y7P62ZK,2025-07-17,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,755469429,UG
LEADK8CH3Z3D,2025-07-01,REFERRAL,PHONE+INSURANCE,NEW,717948371,UG
LEADKDNADIJF,2025-08-03,CROSS_SELL,UPGRADE,HIGH_VALUE,796307203,KE
LEADZXGGMQJ9,2025-07-20,CROSS_SELL,PHONE+INSURANCE,LAPSED,775435906,ZM
LEADFD340NXI,2025-06-25,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,713723755,KE
LEADQCYH207X,2025-08-05,FIELD,PHONE+INSURANCE,NEW,724984420,KE
LEAD5802XVXI,2025-07-06,DIGITAL,PHONE+INSURANCE,CHURN_RISK_30,773908190,UG
LEAD4TL7JE0Q,2025-07-27,INBOUND,CASH_LOAN,NEW,799812356,UG
LEADL5U8RZE6,2025-07-27,DIGITAL,PHONE+INSURANCE,NEW,781014816,KE
LEADCBI6QSRE,2025-07-10,DIGITAL,PHONE+INSURANCE,LAPSED,765810642,UG
LEADF31D2O25,2025-05-31,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,773548560,UG
LEAD3YQS5PYY,2025-07-31,CROSS_SELL,UPGRADE,NEW,796911169,ZM
LEAD2723BA9I,2025-05-22,DIGITAL,INSURANCE_ONLY,CHURN_RISK_60,752056495,ZM
LEADC4FH065A,2025-07-12,REFERRAL,INSURANCE_ONLY,LAPSED,720027348,KE
LEADAKRX0GWH,2025-08-07,FIELD,PHONE+INSURANCE,HIGH_VALUE,700659341,GH
LEADVEOW0EF5,2025-05-26,CROSS_SELL,CASH_LOAN,NEW,794006364,ZM
LEAD1YEND6BW,2025-07-31,WINBACK,CASH_LOAN,LAPSED,704283875,KE
LEADHW0BUPMT,2025-06-15,WINBACK,CASH_LOAN,NEW,788628961,ZM
LEAD1KDK2YWF,2025-06-03,CROSS_SELL,PHONE+INSURANCE,NEW,745252261,KE
LEADE4VZN8Z4,2025-07-02,WINBACK,PHONE+INSURANCE,LAPSED,708860728,GH
LEAD2V31IQFG,2025-05-31,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,748186321,GH
LEAD4JC0FFRB,2025-06-11,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,716523927,UG
LEADVCZ8P5AI,2025-06-05,CROSS_SELL,INSURANCE_ONLY,NEW,716976230,KE
LEAD8F5WAZ5B,2025-06-17,WINBACK,INSURANCE_ONLY,CHURN_RISK_30,707871573,GH
LEAD6XN6LCPY,2025-07-26,CROSS_SELL,PHONE+INSURANCE,NEW,746712081,ZM
LEADE3QABCE2,2025-05-28,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,716460035,ZM
LEADQJ7RPBAD,2025-05-27,CROSS_SELL,PHONE+INSURANCE,NEW,797544487,UG
LEADZQHBQIQI,2025-06-27,DIGITAL,PHONE+INSURANCE,LAPSED,710698169,KE
